,path,flow,ID,node,IATA,name,lon,lat
1991,"(1, 11, 60)",3.55648e-05,14689,204,SBA,Santa Barbara Municipal Airport,-119.8399963,34.42620087
1992,"(1, 11, 61)",3.5501e-05,14771,292,SFO,San Francisco International Airport,-122.375,37.61899948120117
1993,"(1, 11, 62)",3.4542399999999996e-05,11122,60,CPR,Casper-Natrona County International Airport,-106.46399699999999,42.908001
1994,"(1, 11, 63)",3.39692e-05,10779,562,BTM,Bert Mooney Airport,-112.49700164794922,45.95479965209961
1995,"(1, 11, 64)",3.35551e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
1996,"(1, 11, 65)",3.27504e-05,14489,277,RDM,Roberts Field,-121.15000149999999,44.254100799999996
1997,"(1, 11, 66)",2.80752e-05,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
1998,"(1, 11, 67)",2.7452800000000003e-05,15389,528,TWF,Joslin Field Magic Valley Regional Airport,-114.487999,42.4818
1999,"(1, 11, 68)",2.67169e-05,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
2000,"(1, 11, 69)",2.67093e-05,13127,504,LWS,Lewiston Nez Perce County Airport,-117.01499938964844,46.3745002746582
2001,"(1, 11, 70)",2.60449e-05,10372,551,ASE,Aspen-Pitkin Co/Sardy Field,-106.8690033,39.22320175
2002,"(1, 11, 71)",2.5040900000000003e-05,14794,254,SGU,St George Municipal Airport,-113.510306,37.036389
2004,"(1, 11, 73)",2.22765e-05,10561,88,BFL,Meadows Field,-119.0569992,35.43360138
2005,"(1, 11, 74)",2.1176799999999997e-05,10666,151,BLI,Bellingham International Airport,-122.53800201416016,48.79280090332031
2006,"(1, 11, 75)",1.90285e-05,12264,311,IAD,Washington Dulles International Airport,-77.45580292,38.94449997
2007,"(1, 11, 76)",1.5613e-05,11540,7,ELP,El Paso International Airport,-106.37799840000002,31.80719948
2008,"(1, 11, 77)",1.4896e-05,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
2010,"(1, 11, 79)",1.4599e-05,11097,348,COD,Yellowstone Regional Airport,-109.024002075,44.520198822
2011,"(1, 11, 80)",1.42449e-05,11066,377,CMH,John Glenn Columbus International Airport,-82.891899,39.998001
2012,"(1, 11, 81)",1.42344e-05,10529,168,BDL,Bradley International Airport,-72.68319702149999,41.9388999939
2013,"(1, 11, 82)",1.3934e-05,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
2014,"(1, 11, 83)",1.36152e-05,12478,240,JFK,John F Kennedy International Airport,-73.77890015,40.63980103
2015,"(1, 11, 84)",1.28323e-05,13476,126,MRY,Monterey Peninsula Airport,-121.84300231933594,36.58700180053711
2016,"(1, 11, 85)",1.09127e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
2018,"(1, 11, 87)",9.20529e-06,11413,279,DRO,Durango La Plata County Airport,-107.75399780299999,37.1515007019
2019,"(1, 11, 88)",9.187310000000002e-06,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
2020,"(1, 11, 89)",8.902710000000001e-06,12992,191,LIT,Bill & Hillary Clinton National Airport/Adams Field,-92.22429656979999,34.729400634799994
2021,"(1, 11, 90)",7.13784e-06,10918,416,CDC,Cedar City Regional Airport,-113.0989990234375,37.70100021362305
2022,"(1, 11, 91)",7.07795e-06,13303,458,MIA,Miami International Airport,-80.29060363769531,25.79319953918457
2023,"(1, 11, 92)",5.6991999999999996e-06,12954,271,LGB,Long Beach /Daugherty Field/ Airport,-118.15200039999999,33.81769943
2024,"(1, 11, 93)",5.64885e-06,11775,445,FSD,Joe Foss Field Airport,-96.741897583,43.5820007324
2025,"(1, 11, 94)",5.43159e-06,13264,427,MFR,Rogue Valley International Medford Airport,-122.8730010986328,42.37419891357422
2026,"(1, 11, 95)",5.27471e-06,15919,125,XNA,Northwest Arkansas Regional Airport,-94.30680100000001,36.281898
2027,"(1, 11, 96)",3.987080000000001e-06,15582,44,VEL,Vernal Regional Airport,-109.5100021,40.4408989
2028,"(1, 11, 97)",3.93473e-06,12094,461,HDN,Yampa Valley Airport,-107.21800230000001,40.48120117
2029,"(1, 11, 98)",3.52551e-06,11865,98,GCC,Gillette Campbell County Airport,-105.539001465,44.3488998413
2031,"(1, 11, 100)",3.2266700000000004e-06,11525,257,EKO,Elko Regional Airport,-115.79199981689452,40.82490158081055
2032,"(1, 11, 101)",2.9339799999999996e-06,14543,375,RKS,Southwest Wyoming Regional Airport,-109.065001,41.5942
2033,"(1, 11, 102)",1.8951400000000001e-06,10279,255,AMA,Rick Husband Amarillo International Airport,-101.706001,35.219398
2034,"(1, 11, 103)",1.04316e-06,10643,367,BKG,Branson Airport,-93.200544,36.532082
2035,"(1, 11, 104)",9.874379999999998e-07,11337,234,DLH,Duluth International Airport,-92.19360351559999,46.8420982361
2036,"(1, 11, 105)",9.126909999999999e-07,13871,154,OMA,Eppley Airfield,-95.89409599999999,41.3032
2038,"(1, 11, 107)",6.887899999999999e-07,11697,201,FLL,Fort Lauderdale Hollywood International Airport,-80.152702,26.072599
2040,"(1, 11, 109)",6.576519999999999e-07,11637,379,FAR,Hector International Airport,-96.81580352783205,46.92070007324219
2041,"(1, 12, 1)",0.00773306,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
2042,"(1, 12, 2)",0.000565494,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
2043,"(1, 12, 3)",0.000478478,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
2044,"(1, 12, 4)",0.000416349,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
2045,"(1, 12, 5)",0.000408573,10529,168,BDL,Bradley International Airport,-72.68319702149999,41.9388999939
2046,"(1, 12, 6)",0.00035610199999999996,10693,141,BNA,Nashville International Airport,-86.6781997680664,36.1245002746582
2047,"(1, 12, 7)",0.00035021,12892,529,LAX,Los Angeles International Airport,-118.40799709999999,33.94250107
2048,"(1, 12, 8)",0.000344479,14307,352,PVD,Theodore Francis Green State Airport,-71.42040252685547,41.73260116577149
2049,"(1, 12, 9)",0.000302402,13930,144,ORD,Chicago O'Hare International Airport,-87.9048,41.9786
2050,"(1, 12, 10)",0.000301337,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
2051,"(1, 12, 11)",0.00029989700000000003,13296,371,MHT,Manchester-Boston Regional Airport,-71.435699,42.932598
2052,"(1, 12, 12)",0.000261141,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
2053,"(1, 12, 13)",0.00024229,10721,298,BOS,General Edward Lawrence Logan International Airport,-71.00520325,42.36429977
2054,"(1, 12, 14)",0.000237365,12391,460,ISP,Long Island Mac Arthur Airport,-73.10019684,40.79520035
2055,"(1, 12, 15)",0.000212933,13931,143,ORF,Norfolk International Airport,-76.20120239257812,36.89459991455078
2056,"(1, 12, 16)",0.000212495,13232,483,MDW,Chicago Midway International Airport,-87.752403,41.785999
2057,"(1, 12, 17)",0.000204432,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
2058,"(1, 12, 18)",0.00019637700000000002,12191,109,HOU,William P Hobby Airport,-95.27890015,29.64539909
2059,"(1, 12, 19)",0.00019046700000000002,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
2060,"(1, 12, 20)",0.000189707,13198,239,MCI,Kansas City International Airport,-94.713898,39.2976
2061,"(1, 12, 21)",0.000187103,14492,107,RDU,Raleigh Durham International Airport,-78.7874984741211,35.877601623535156
2062,"(1, 12, 22)",0.00016743099999999998,12889,123,LAS,McCarran International Airport,-115.15200039999999,36.08010101
2063,"(1, 12, 23)",0.00016404900000000001,12451,474,JAX,Jacksonville International Airport,-81.68789672851562,30.49410057067871
2064,"(1, 12, 24)",0.00015743700000000002,12339,80,IND,Indianapolis International Airport,-86.294403,39.7173
2065,"(1, 12, 25)",0.000155098,10257,499,ALB,Albany International Airport,-73.80169677734375,42.74829864501953
2066,"(1, 12, 26)",0.00014795700000000002,13495,312,MSY,Louis Armstrong New Orleans International Airport,-90.25800323486328,29.99340057373047
2067,"(1, 12, 27)",0.000140253,10423,471,AUS,Austin Bergstrom International Airport,-97.6698989868164,30.194499969482425
2067,"(1, 12, 27)",0.000140253,10423,471,AUS,Austin Robert Mueller Municipal,-97.6997852325,30.2987223546
2068,"(1, 12, 28)",0.000137455,10792,72,BUF,Buffalo Niagara International Airport,-78.73220062,42.94049835
2069,"(1, 12, 29)",0.000133757,14027,225,PBI,Palm Beach International Airport,-80.09559631347656,26.68320083618164
2070,"(1, 12, 30)",0.000132375,14107,163,PHX,Phoenix Sky Harbor International Airport,-112.01200103759766,33.43429946899414
2071,"(1, 12, 31)",0.000131189,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
2072,"(1, 12, 32)",0.00012026,11066,377,CMH,John Glenn Columbus International Airport,-82.891899,39.998001
2073,"(1, 12, 33)",0.000107846,11697,201,FLL,Fort Lauderdale Hollywood International Airport,-80.152702,26.072599
2074,"(1, 12, 34)",7.445350000000001e-05,14576,287,ROC,Greater Rochester International Airport,-77.67240142822266,43.118900299072266
2075,"(1, 12, 35)",7.185810000000001e-05,11259,413,DAL,Dallas Love Field,-96.851799,32.847099
2076,"(1, 12, 36)",7.00254e-05,11193,420,CVG,Cincinnati Northern Kentucky International Airport,-84.6678009033,39.0488014221
2077,"(1, 12, 37)",6.80281e-05,14771,292,SFO,San Francisco International Airport,-122.375,37.61899948120117
2078,"(1, 12, 38)",6.34405e-05,14683,199,SAT,San Antonio International Airport,-98.46980285644531,29.533700942993164
2079,"(1, 12, 39)",6.31499e-05,13342,530,MKE,General Mitchell International Airport,-87.89659881591797,42.94720077514648
2080,"(1, 12, 40)",6.30416e-05,14635,187,RSW,Southwest Florida International Airport,-81.75520324707031,26.53619956970215
2081,"(1, 12, 41)",6.28742e-05,10599,179,BHM,Birmingham-Shuttlesworth International Airport,-86.75350189,33.56290054
2082,"(1, 12, 42)",6.0659300000000004e-05,14321,32,PWM,Portland International Jetport Airport,-70.30930328,43.64619827
2083,"(1, 12, 43)",5.92342e-05,14747,440,SEA,Seattle Tacoma International Airport,-122.308998,47.449001
2084,"(1, 12, 44)",5.06967e-05,13303,458,MIA,Miami International Airport,-80.29060363769531,25.79319953918457
2085,"(1, 12, 45)",5.04385e-05,14893,241,SMF,Sacramento International Airport,-121.59100341796876,38.69540023803711
2086,"(1, 12, 46)",4.98286e-05,10140,67,ABQ,Albuquerque International Sunport,-106.609001,35.040199
2087,"(1, 12, 47)",4.88053e-05,14057,319,PDX,Portland International Airport,-122.59799960000001,45.58869934
2088,"(1, 12, 48)",4.85275e-05,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
2089,"(1, 12, 49)",3.86026e-05,13851,447,OKC,Will Rogers World Airport,-97.60070037841795,35.39310073852539
2090,"(1, 12, 50)",3.79145e-05,14704,511,SBY,Salisbury Ocean City Wicomico Regional Airport,-75.51029968261719,38.34049987792969
2091,"(1, 12, 51)",3.6433e-05,12266,310,IAH,George Bush Intercontinental Houston Airport,-95.34140014648438,29.98439979553223
2092,"(1, 12, 52)",3.56226e-05,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
2093,"(1, 12, 53)",3.2067600000000004e-05,11481,393,ECP,Northwest Florida Beaches International Airport,-85.79541400000001,30.357105999999998
2094,"(1, 12, 54)",2.9439299999999998e-05,10990,503,CHO,Charlottesville Albemarle Airport,-78.4529037475586,38.13859939575195
2095,"(1, 12, 55)",2.94123e-05,10994,501,CHS,Charleston Air Force Base-International Airport,-80.04049683,32.89860153
2096,"(1, 12, 56)",2.77189e-05,11618,65,EWR,Newark Liberty International Airport,-74.168701171875,40.69250106811523
2097,"(1, 12, 57)",2.4253699999999998e-05,11995,406,GSO,Piedmont Triad International Airport,-79.93730163574219,36.097801208496094
2098,"(1, 12, 58)",2.2546399999999998e-05,14524,59,RIC,Richmond International Airport,-77.3197021484375,37.50519943237305
2099,"(1, 12, 59)",2.16914e-05,14679,3,SAN,San Diego International Airport,-117.190002441,32.7336006165
2100,"(1, 12, 60)",2.13734e-05,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
2101,"(1, 12, 61)",2.00504e-05,11042,128,CLE,Cleveland Hopkins International Airport,-81.8498001099,41.411701202399996
2102,"(1, 12, 62)",1.56555e-05,15096,509,SYR,Syracuse Hancock International Airport,-76.1063003540039,43.11119842529297
2103,"(1, 12, 63)",1.49838e-05,12992,191,LIT,Bill & Hillary Clinton National Airport/Adams Field,-92.22429656979999,34.729400634799994
2104,"(1, 12, 64)",1.3643e-05,14098,261,PHF,Newport News Williamsburg International Airport,-76.49299622,37.13190079
2105,"(1, 12, 65)",1.2296400000000001e-05,10158,230,ACY,Atlantic City International Airport,-74.57720184326172,39.45759963989258
2107,"(1, 12, 67)",1.06317e-05,13891,265,ONT,Ontario International Airport,-117.60099792480469,34.05599975585937
2109,"(1, 12, 69)",9.21908e-06,13230,485,MDT,Harrisburg International Airport,-76.7633972168,40.1935005188
2110,"(1, 12, 70)",9.16357e-06,11996,223,GSP,Greenville Spartanburg International Airport,-82.2189025879,34.895698547399995
2111,"(1, 12, 71)",8.773330000000002e-06,10577,259,BGM,Greater Binghamton/Edwin A Link field,-75.97979736,42.20869827
2112,"(1, 12, 72)",8.647849999999999e-06,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
2113,"(1, 12, 73)",7.68343e-06,11433,522,DTW,Detroit Metropolitan Wayne County Airport,-83.35340118408203,42.212398529052734
2114,"(1, 12, 74)",7.397280000000001e-06,14570,285,RNO,Reno Tahoe International Airport,-119.76799774169922,39.49909973144531
2115,"(1, 12, 75)",7.023660000000001e-06,14869,399,SLC,Salt Lake City International Airport,-111.97799682617188,40.78839874267578
2116,"(1, 12, 76)",6.73153e-06,11540,7,ELP,El Paso International Airport,-106.37799840000002,31.80719948
2117,"(1, 12, 77)",6.321459999999999e-06,12197,114,HPN,Westchester County Airport,-73.70760345458984,41.06700134277344
2118,"(1, 12, 78)",5.678340000000001e-06,11298,391,DFW,Dallas Fort Worth International Airport,-97.038002,32.896801
2119,"(1, 12, 79)",5.3865800000000005e-06,11624,221,EYW,Key West International Airport,-81.75959777832031,24.556100845336914
2120,"(1, 12, 80)",5.18521e-06,14689,204,SBA,Santa Barbara Municipal Airport,-119.8399963,34.42620087
2121,"(1, 12, 81)",4.5652e-06,11638,378,FAT,Fresno Yosemite International Airport,-119.71800231933594,36.77619934082031
2122,"(1, 12, 82)",4.07742e-06,13577,135,MYR,Myrtle Beach International Airport,-78.9282989502,33.6796989441
2123,"(1, 12, 83)",3.40129e-06,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
2124,"(1, 12, 84)",3.2462e-06,12244,57,HVN,Tweed New Haven Airport,-72.88680267,41.26369858
2126,"(1, 12, 86)",2.3124700000000003e-06,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
2127,"(1, 12, 87)",1.8660299999999998e-06,11648,539,FCA,Glacier Park International Airport,-114.25599670410156,48.31050109863281
2128,"(1, 12, 88)",1.70958e-06,10849,94,BZN,Gallatin Field,-111.15299990000001,45.77750015
2129,"(1, 12, 89)",1.59071e-06,11503,502,EGE,Eagle County Regional Airport,-106.9179993,39.64260101
2130,"(1, 12, 90)",1.4879300000000002e-06,12441,78,JAC,Jackson Hole Airport,-110.73799896240234,43.6072998046875
2131,"(1, 12, 91)",1.37658e-06,10372,551,ASE,Aspen-Pitkin Co/Sardy Field,-106.8690033,39.22320175
2135,"(1, 12, 95)",1.28292e-06,12264,311,IAD,Washington Dulles International Airport,-77.45580292,38.94449997
2136,"(1, 12, 96)",1.27822e-06,10589,19,BHB,Hancock County-Bar Harbor Airport,-68.36150359999999,44.45000076
2137,"(1, 12, 97)",1.27465e-06,14262,424,PSP,Palm Springs International Airport,-116.50700378417969,33.829700469970696
2138,"(1, 12, 98)",1.02907e-06,14457,30,RAP,Rapid City Regional Airport,-103.05699920654295,44.0452995300293
2139,"(1, 12, 99)",1.02525e-06,14802,268,SHD,Shenandoah Valley Regional Airport,-78.8964004517,38.2638015747
2140,"(1, 12, 100)",9.84531e-07,11986,11,GRR,Gerald R. Ford International Airport,-85.52279663,42.88079834
2142,"(1, 12, 102)",9.41723e-07,13476,126,MRY,Monterey Peninsula Airport,-121.84300231933594,36.58700180053711
2143,"(1, 12, 103)",8.87129e-07,12094,461,HDN,Yampa Valley Airport,-107.21800230000001,40.48120117
2144,"(1, 12, 104)",8.441060000000001e-07,13541,33,MVY,Martha's Vineyard Airport,-70.6143035889,41.393100738499996
2146,"(1, 12, 106)",7.63541e-07,11612,63,EVV,Evansville Regional Airport,-87.53240203860001,38.0369987488
2147,"(1, 12, 107)",7.271819999999999e-07,11977,231,GRB,Austin Straubel International Airport,-88.12960052490234,44.48509979248047
2148,"(1, 12, 108)",7.215680000000001e-07,13422,37,MOB,Mobile Regional Airport,-88.242797851562,30.691200256348
2149,"(1, 12, 109)",6.96687e-07,12124,64,HHH,Hilton Head Airport,-80.6975021362,32.2243995667
2150,"(1, 12, 110)",6.90822e-07,11637,379,FAR,Hector International Airport,-96.81580352783205,46.92070007324219
2151,"(1, 12, 111)",6.74431e-07,15249,73,TLH,Tallahassee Regional Airport,-84.35030364990234,30.396499633789066
2152,"(1, 12, 112)",6.42693e-07,12448,79,JAN,Jackson-Medgar Wiley Evers International Airport,-90.0758972168,32.3111991882
2153,"(1, 12, 113)",5.9716e-07,11150,197,CSG,Columbus Metropolitan Airport,-84.93890380859375,32.516300201416016
2154,"(1, 12, 114)",5.788150000000001e-07,11982,9,GRK,Robert Gray  Army Air Field Airport,-97.8289031982,31.067199706999997
2155,"(1, 12, 115)",5.788150000000001e-07,11778,442,FSM,Fort Smith Regional Airport,-94.36740112304688,35.33660125732422
2156,"(1, 12, 116)",5.72278e-07,10781,469,BTR,Baton Rouge Metropolitan Airport,-91.149597,30.533199
2157,"(1, 12, 117)",5.32512e-07,14814,97,SHV,Shreveport Regional Airport,-93.8256,32.446602
2158,"(1, 12, 118)",5.22515e-07,14092,258,PGV,Pitt Greenville Airport,-77.38529968,35.6352005
2159,"(1, 12, 119)",4.79331e-07,10154,226,ACK,Nantucket Memorial Airport,-70.06020355,41.25310135
2160,"(1, 12, 120)",4.7266800000000006e-07,11274,170,DBQ,Dubuque Regional Airport,-90.70950317,42.40200043
2161,"(1, 12, 121)",4.36309e-07,15380,523,TVC,Cherry Capital Airport,-85.58219909667969,44.74140167236328
2162,"(1, 12, 122)",4.2826900000000003e-07,13502,110,MTJ,Montrose Regional Airport,-107.89399719200001,38.5097999573
2163,"(1, 12, 123)",4.1974800000000003e-07,12478,240,JFK,John F Kennedy International Airport,-73.77890015,40.63980103
2164,"(1, 12, 124)",3.9767899999999997e-07,14674,4,SAF,Santa Fe Municipal Airport,-106.08899688700001,35.617099761999995
2165,"(1, 12, 125)",3.67088e-07,12280,127,IDA,Idaho Falls Regional Airport,-112.070999,43.514599
2166,"(1, 12, 126)",3.67088e-07,11097,348,COD,Yellowstone Regional Airport,-109.024002075,44.520198822
2167,"(1, 12, 127)",3.6359099999999996e-07,14633,497,RST,Rochester International Airport,-92.5,43.90829849243164
2168,"(1, 12, 128)",3.13525e-07,13203,76,MCN,Middle Georgia Regional Airport,-83.64920043945312,32.692798614501946
2169,"(1, 12, 129)",3.05907e-07,13486,160,MSO,Missoula International Airport,-114.0910034,46.91630173
2170,"(1, 12, 130)",2.6529e-07,10731,451,BQK,Brunswick Golden Isles Airport,-81.46649932861328,31.2588005065918
2171,"(1, 13, 1)",0.00384787,11259,413,DAL,Dallas Love Field,-96.851799,32.847099
2172,"(1, 13, 2)",0.00322769,12191,109,HOU,William P Hobby Airport,-95.27890015,29.64539909
2173,"(1, 13, 3)",0.00113311,10423,471,AUS,Austin Bergstrom International Airport,-97.6698989868164,30.194499969482425
2173,"(1, 13, 3)",0.00113311,10423,471,AUS,Austin Robert Mueller Municipal,-97.6997852325,30.2987223546
2174,"(1, 13, 4)",0.000754772,10140,67,ABQ,Albuquerque International Sunport,-106.609001,35.040199
2175,"(1, 13, 5)",0.000622266,14683,199,SAT,San Antonio International Airport,-98.46980285644531,29.533700942993164
2176,"(1, 13, 6)",0.000462116,13495,312,MSY,Louis Armstrong New Orleans International Airport,-90.25800323486328,29.99340057373047
2177,"(1, 13, 7)",0.00045398199999999996,11540,7,ELP,El Paso International Airport,-106.37799840000002,31.80719948
2178,"(1, 13, 8)",0.000409797,12896,526,LBB,Lubbock Preston Smith International Airport,-101.822998,33.663601
2179,"(1, 13, 9)",0.000404502,15016,369,STL,St Louis Lambert International Airport,-90.370003,38.748697
2180,"(1, 13, 10)",0.000386344,13851,447,OKC,Will Rogers World Airport,-97.60070037841795,35.39310073852539
2181,"(1, 13, 11)",0.00037644,12206,561,HRL,Valley International Airport,-97.65440368652344,26.228500366210934
2182,"(1, 13, 12)",0.000369501,13158,175,MAF,Midland International Airport,-102.2020034790039,31.9424991607666
2183,"(1, 13, 13)",0.000324949,13198,239,MCI,Kansas City International Airport,-94.713898,39.2976
2184,"(1, 13, 14)",0.000308865,15370,556,TUL,Tulsa International Airport,-95.88809967041016,36.19839859008789
2185,"(1, 13, 15)",0.00024761900000000003,13204,75,MCO,Orlando International Airport,-81.30899810791016,28.429399490356445
2186,"(1, 13, 16)",0.000238175,10279,255,AMA,Rick Husband Amarillo International Airport,-101.706001,35.219398
2187,"(1, 13, 17)",0.000223734,10599,179,BHM,Birmingham-Shuttlesworth International Airport,-86.75350189,33.56290054
2188,"(1, 13, 18)",0.000198239,12889,123,LAS,McCarran International Airport,-115.15200039999999,36.08010101
2189,"(1, 13, 19)",0.000190076,12992,191,LIT,Bill & Hillary Clinton National Airport/Adams Field,-92.22429656979999,34.729400634799994
2190,"(1, 13, 20)",0.000186871,11140,373,CRP,Corpus Christi International Airport,-97.5011978149414,27.77039909362793
2191,"(1, 13, 21)",0.000145928,11697,201,FLL,Fort Lauderdale Hollywood International Airport,-80.152702,26.072599
2192,"(1, 13, 22)",0.00013823200000000001,13796,383,OAK,Metropolitan Oakland International Airport,-122.221001,37.721298
2193,"(1, 13, 23)",0.00013111,14107,163,PHX,Phoenix Sky Harbor International Airport,-112.01200103759766,33.43429946899414
2194,"(1, 13, 24)",9.512879999999999e-05,11278,172,DCA,Ronald Reagan Washington National Airport,-77.037697,38.8521
2195,"(1, 13, 25)",9.40033e-05,12892,529,LAX,Los Angeles International Airport,-118.40799709999999,33.94250107
2196,"(1, 13, 26)",8.59966e-05,13244,18,MEM,Memphis International Airport,-89.97669982910156,35.04240036010742
2197,"(1, 13, 27)",8.259700000000001e-05,12339,80,IND,Indianapolis International Airport,-86.294403,39.7173
2198,"(1, 13, 28)",7.80494e-05,14679,3,SAN,San Diego International Airport,-117.190002441,32.7336006165
2199,"(1, 13, 29)",6.65954e-05,12953,274,LGA,La Guardia Airport,-73.87259674,40.77719879
2200,"(1, 13, 30)",6.19242e-05,13871,154,OMA,Eppley Airfield,-95.89409599999999,41.3032
2201,"(1, 13, 31)",6.13321e-05,10721,298,BOS,General Edward Lawrence Logan International Airport,-71.00520325,42.36429977
2202,"(1, 13, 32)",6.0855699999999994e-05,11292,343,DEN,Denver International Airport,-104.672996521,39.861698150635
2203,"(1, 13, 33)",5.89146e-05,11057,288,CLT,Charlotte Douglas International Airport,-80.94309997558594,35.2140007019043
2205,"(1, 13, 35)",5.24933e-05,11481,393,ECP,Northwest Florida Beaches International Airport,-85.79541400000001,30.357105999999998
2206,"(1, 13, 36)",5.0531e-05,10397,235,ATL,Hartsfield Jackson Atlanta International Airport,-84.428101,33.6367
2207,"(1, 13, 37)",4.73216e-05,13891,265,ONT,Ontario International Airport,-117.60099792480469,34.05599975585937
2208,"(1, 13, 38)",4.46533e-05,13342,530,MKE,General Mitchell International Airport,-87.89659881591797,42.94720077514648
2209,"(1, 13, 39)",4.43125e-05,14730,358,SDF,Louisville International Standiford Field,-85.736,38.1744
2210,"(1, 13, 40)",4.337e-05,14771,292,SFO,San Francisco International Airport,-122.375,37.61899948120117
2211,"(1, 13, 41)",4.09826e-05,15304,390,TPA,Tampa International Airport,-82.533203125,27.975500106811523
2212,"(1, 13, 42)",3.98456e-05,10821,282,BWI,Baltimore/Washington International Thurgood Marshall Airport,-76.668297,39.1754
2213,"(1, 13, 43)",3.74643e-05,14492,107,RDU,Raleigh Durham International Airport,-78.7874984741211,35.877601623535156
2214,"(1, 13, 44)",3.51161e-05,14908,394,SNA,John Wayne Airport-Orange County Airport,-117.86799620000001,33.67570114
2215,"(1, 13, 45)",3.39568e-05,14122,466,PIT,Pittsburgh International Airport,-80.23290253,40.49150085
2216,"(1, 13, 46)",3.0493e-05,11618,65,EWR,Newark Liberty International Airport,-74.168701171875,40.69250106811523
2217,"(1, 13, 47)",2.6205900000000003e-05,10693,141,BNA,Nashville International Airport,-86.6781997680664,36.1245002746582
2218,"(1, 13, 48)",2.27129e-05,14057,319,PDX,Portland International Airport,-122.59799960000001,45.58869934
2219,"(1, 13, 49)",2.1656500000000002e-05,14193,184,PNS,Pensacola Regional Airport,-87.18659973144501,30.473400115967003
2220,"(1, 13, 50)",2.1279299999999998e-05,14747,440,SEA,Seattle Tacoma International Airport,-122.308998,47.449001
2221,"(1, 13, 51)",2.0724499999999998e-05,11433,522,DTW,Detroit Metropolitan Wayne County Airport,-83.35340118408203,42.212398529052734
2222,"(1, 13, 52)",2.0633600000000002e-05,11996,223,GSP,Greenville Spartanburg International Airport,-82.2189025879,34.895698547399995
2223,"(1, 13, 53)",2.05844e-05,10994,501,CHS,Charleston Air Force Base-International Airport,-80.04049683,32.89860153
2224,"(1, 13, 54)",2.04425e-05,13232,483,MDW,Chicago Midway International Airport,-87.752403,41.785999
2225,"(1, 13, 55)",2.0406099999999998e-05,11066,377,CMH,John Glenn Columbus International Airport,-82.891899,39.998001
2226,"(1, 13, 56)",1.92885e-05,14893,241,SMF,Sacramento International Airport,-121.59100341796876,38.69540023803711
2227,"(1, 13, 57)",1.8201099999999998e-05,10800,28,BUR,Bob Hope Airport,-118.35900115966795,34.200698852539055
2228,"(1, 13, 58)",1.7766e-05,14831,316,SJC,Norman Y. Mineta San Jose International Airport,-121.929001,37.362598
2229,"(1, 13, 59)",1.5568e-05,13487,159,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.221802,44.882
2231,"(1, 13, 61)",1.4153800000000002e-05,14869,399,SLC,Salt Lake City International Airport,-111.97799682617188,40.78839874267578
2232,"(1, 13, 62)",1.16045e-05,14100,161,PHL,Philadelphia International Airport,-75.24109649658203,39.87189865112305
2233,"(1, 13, 63)",7.92951e-06,12448,79,JAN,Jackson-Medgar Wiley Evers International Airport,-90.0758972168,32.3111991882
2234,"(1, 13, 64)",5.34057e-06,13256,178,MFE,Mc Allen Miller International Airport,-98.23860168,26.17580032
2236,"(1, 13, 66)",4.60723e-06,14307,352,PVD,Theodore Francis Green State Airport,-71.42040252685547,41.73260116577149
2237,"(1, 13, 67)",3.7712800000000005e-06,10643,367,BKG,Branson Airport,-93.200544,36.532082
2238,"(1, 13, 68)",3.6666900000000005e-06,10792,72,BUF,Buffalo Niagara International Airport,-78.73220062,42.94049835
2239,"(1, 13, 69)",3.27733e-06,14570,285,RNO,Reno Tahoe International Airport,-119.76799774169922,39.49909973144531
2241,"(1, 13, 71)",1.3991700000000001e-06,14635,187,RSW,Southwest Florida International Airport,-81.75520324707031,26.53619956970215
2242,"(1, 13, 72)",1.24985e-06,12451,474,JAX,Jacksonville International Airport,-81.68789672851562,30.49410057067871
