92 => 2 27
92 => 82 24
92 => 91 18
92 => 93 23
91 => 92 24
91 => 1 33
91 => 90 13
91 => 81 19
91 92 => 2 12
12 2 => 92 10
3 2 => 3 12
82 => 83 25
82 => 92 14
82 => 72 23
82 => 81 41
81 82 => 81 14
11 => 10 23
11 => 12 26
11 => 21 39
11 => 1 20
11 12 => 22 10
1 => 11 44
1 => 0 24
1 => 2 25
1 => 91 12
1 11 => 21 15
1 11 => 1 13
10 => 11 21
10 => 20 23
10 => 0 27
10 => 19 16
10 11 => 21 13
59 50 => 59 11
59 50 => 60 10
85 => 86 27
85 => 75 32
85 => 95 25
85 => 84 31
85 75 => 65 11
85 75 => 74 10
65 75 => 85 11
95 => 94 26
95 => 85 39
95 => 5 27
95 => 96 19
95 85 => 75 10
95 85 => 84 11
86 => 76 19
86 => 96 26
86 => 87 36
86 => 85 27
86 85 => 75 10
76 86 => 85 11
85 86 => 87 11
96 => 86 27
96 => 95 28
96 => 6 18
96 => 97 18
87 => 86 28
87 => 97 19
87 => 88 18
87 => 77 24
86 87 => 86 10
77 87 => 86 13
97 => 98 22
97 => 96 22
97 => 87 13
97 => 7 23
98 => 99 19
98 => 97 24
98 => 88 19
98 => 8 28
88 => 98 28
88 => 89 11
88 => 87 14
88 => 78 12
88 98 => 8 10
99 => 9 18
99 => 89 21
99 => 98 15
99 => 90 23
90 => 0 21
90 => 91 22
90 => 80 20
90 => 99 23
90 99 => 90 10
9 => 8 30
9 => 19 14
9 => 99 16
9 => 0 25
8 => 9 27
8 => 18 30
8 => 98 26
8 => 7 17
8 9 => 8 12
19 => 10 25
19 => 29 19
19 => 18 14
19 => 9 20
18 => 17 16
18 => 19 28
18 => 28 24
18 => 8 21
18 19 => 9 13
11 10 => 0 10
0 => 90 28
0 => 9 21
0 => 10 22
0 => 1 29
0 1 => 11 19
91 1 => 0 10
21 => 20 24
21 => 31 50
21 => 22 28
21 => 11 14
20 => 21 24
20 => 10 17
20 => 30 23
20 => 29 24
20 21 => 31 18
11 21 => 20 15
11 21 => 31 11
31 21 => 31 12
30 => 31 24
30 => 39 22
30 => 20 23
30 => 40 18
30 31 => 41 18
51 41 => 51 10
42 41 => 40 10
31 41 => 31 10
40 => 30 24
40 => 41 26
40 => 50 22
40 => 49 22
40 41 => 51 17
62 => 72 23
62 => 52 26
62 => 61 20
62 => 63 23
82 81 => 82 13
82 81 => 91 11
80 => 70 18
80 => 81 20
80 => 90 19
80 => 89 13
80 81 => 91 15
64 63 => 64 10
64 63 => 53 10
53 63 => 64 10
99 90 => 91 10
89 => 99 22
89 => 79 16
89 => 80 12
69 79 => 69 11
78 88 => 98 11
70 60 => 70 10
40 30 => 20 10
25 => 35 19
25 => 26 15
25 => 15 27
25 => 24 23
27 => 17 17
27 => 26 13
27 => 28 21
27 => 37 18
17 => 16 18
17 => 18 26
17 => 7 13
17 => 27 12
16 => 26 15
16 => 17 23
16 => 15 17
16 => 6 17
74 84 => 83 10
29 => 19 20
29 => 28 15
29 => 20 18
29 => 39 25
28 => 18 19
28 => 38 22
28 => 27 21
28 => 29 18
8 18 => 28 10
7 => 6 21
7 => 8 21
7 => 97 18
7 => 17 12
6 => 5 15
6 => 16 19
6 => 96 25
6 => 7 16
5 => 6 20
5 => 15 12
5 => 95 27
5 => 4 23
5 6 => 96 10
95 5 => 95 10
38 39 => 30 10
49 39 => 49 12
30 39 => 49 10
90 91 => 1 19
81 91 => 81 13
81 91 => 92 11
15 => 16 21
15 => 25 23
15 => 5 21
15 => 14 20
5 95 => 85 13
95 94 => 93 10
93 94 => 95 10
